,0th pos,1st pos,2nd pos,3rd pos,4th pos,5th pos,6th pos,7th pos,8th pos,Move
2465,0,0,2,0,1,0,0,2,1,1
2466,2,1,2,1,1,2,0,2,1,6
2467,1,1,1,2,2,2,0,0,1,7
2468,2,1,1,1,2,2,0,2,1,6
2469,0,0,0,1,2,2,0,1,1,1
2470,1,2,2,1,2,2,0,1,1,6
2471,0,2,1,2,2,2,1,1,1,0
2472,0,2,1,2,1,2,1,0,1,0
2473,2,2,1,2,1,2,1,0,1,7
2474,1,2,0,0,0,2,0,1,0,6
2475,1,2,0,0,0,2,1,1,0,4
2476,1,2,0,0,2,2,1,1,0,2
2477,1,2,2,1,1,1,2,0,2,7
2478,0,0,0,1,0,2,1,0,0,1
2479,0,2,0,1,0,2,1,0,0,8
2480,1,2,2,1,2,2,1,0,1,7
2481,1,1,2,2,2,1,0,0,1,6
2482,0,1,1,2,2,1,2,2,1,0
2483,0,2,1,2,1,2,1,0,1,0
2484,2,2,1,2,1,2,1,0,1,7
2485,0,0,0,2,1,2,1,0,0,1
2486,0,1,1,2,1,2,1,2,2,0
2487,2,1,2,1,2,2,1,0,1,7
2488,0,0,1,0,0,2,1,2,0,4
2489,0,0,1,0,1,2,1,2,0,1
2490,1,0,2,0,1,1,0,2,0,6
2491,1,0,2,1,1,1,2,2,2,1
2492,0,1,2,1,1,2,2,1,2,0
2493,2,2,1,2,1,2,1,0,1,7
2494,2,1,2,2,1,1,0,1,2,6
2495,2,2,1,2,1,1,0,1,2,6
2496,0,2,1,2,1,1,0,0,2,6
2497,0,2,1,2,1,1,1,0,2,0
2498,2,2,1,2,1,1,1,0,2,7
2499,1,2,1,1,1,2,2,0,2,7
2500,2,1,1,2,1,2,0,0,1,6
2501,2,1,1,2,1,2,2,0,1,7
2502,1,0,1,0,0,2,0,0,0,7
2503,1,0,1,0,0,2,0,2,0,1
2504,1,1,1,2,2,2,0,0,1,7
2505,1,0,1,2,2,1,2,1,2,1
2506,1,2,1,1,1,2,2,0,2,7
2507,1,0,1,0,0,2,0,0,0,6
2508,2,1,1,0,0,1,0,2,2,4
2509,2,1,1,2,1,1,0,2,2,6
2510,2,1,1,1,2,2,0,2,1,6
2511,0,0,1,2,2,1,2,0,1,0
2512,1,0,1,2,2,1,2,0,1,7
2513,1,0,1,2,2,1,2,2,1,1
2514,0,1,1,2,2,1,2,2,1,0
2515,0,0,1,0,0,0,2,2,1,0
2516,2,2,1,1,1,2,1,0,2,7
2517,1,1,1,2,2,2,0,0,1,7
2518,0,2,1,2,1,1,0,0,2,6
2519,0,2,1,2,1,1,1,0,2,0
2520,2,2,1,2,1,1,1,0,2,7
2521,1,0,1,2,1,1,2,2,2,1
2522,2,2,1,1,2,1,0,2,1,6
2523,0,0,1,2,1,1,2,0,2,0
2524,1,0,1,2,1,1,2,0,2,7
2525,1,0,1,2,1,1,2,2,2,1
2526,2,2,1,1,2,1,0,2,1,6
2527,2,1,1,2,1,2,0,0,1,6
2528,2,1,1,2,1,2,2,0,1,7
2529,2,2,1,1,1,2,2,0,1,7
2530,0,2,1,1,2,2,1,0,1,0
2531,2,2,1,1,2,2,1,0,1,7
2532,2,1,1,0,0,1,0,2,2,4
2533,2,1,1,2,1,1,0,2,2,6
2534,0,0,1,1,2,1,2,0,2,7
2535,0,0,1,1,2,1,2,1,2,1
2536,0,2,1,1,2,1,2,1,2,0
2537,0,0,1,2,1,1,2,0,2,0
2538,1,2,1,2,1,1,2,0,2,7
2539,0,1,1,2,1,2,1,2,2,0
2540,2,2,1,2,1,2,1,0,1,7
2541,0,2,1,1,2,2,1,2,1,0
2542,0,2,1,0,0,0,0,2,1,4
2543,0,2,1,0,1,0,0,2,1,6
2544,0,2,1,1,1,2,2,2,1,0
2545,2,2,1,1,2,1,0,2,1,6
2546,0,2,1,2,2,1,1,1,2,0
2547,0,0,1,0,2,0,2,1,1,1
2548,0,2,1,1,1,2,0,0,2,7
2549,0,2,1,1,1,2,0,1,2,0
2550,2,2,1,1,1,2,0,1,2,6
2551,0,1,1,1,2,1,2,2,2,0
2552,2,2,1,1,1,2,2,0,1,7
2553,0,0,1,0,0,0,0,2,1,5
2554,1,2,1,2,2,1,1,0,2,7
2555,2,1,1,1,2,2,2,0,1,7
2556,2,0,1,0,1,1,0,2,0,8
2557,1,2,1,2,2,2,1,0,1,7
2558,1,2,1,1,2,1,0,2,2,6
2559,0,0,1,2,1,1,2,0,2,7
2560,0,0,1,2,1,1,2,1,2,1
2561,0,2,1,2,1,1,2,1,2,0
2562,2,2,1,2,1,1,0,1,2,6
2563,1,2,1,1,1,2,2,0,2,7
2564,0,0,1,0,0,2,1,2,0,1
2565,0,1,1,1,2,2,2,1,2,0
2566,0,0,1,0,2,0,1,1,2,0
2567,0,1,1,2,2,1,2,1,2,0
2568,0,2,1,2,2,2,1,1,1,0
2569,0,1,1,2,2,2,0,1,1,6
2570,0,1,1,2,2,2,2,1,1,0
2571,0,2,1,2,2,2,1,1,1,0
2572,0,0,1,0,2,0,1,1,2,5
2573,0,2,1,1,2,2,1,1,2,0
2574,2,1,1,0,0,2,0,1,2,3
2575,2,2,1,1,2,1,1,0,2,7
2576,1,1,1,2,1,2,0,0,2,7
2577,1,2,1,2,1,1,2,0,2,7
2578,2,2,1,1,2,1,0,2,1,6
2579,2,2,1,1,2,1,0,2,1,6
2580,1,0,1,2,2,1,2,1,2,1
2581,2,2,1,1,2,1,1,0,2,7
2582,0,0,1,0,2,0,2,1,1,1
2583,0,2,1,1,2,2,2,1,1,0
2584,2,2,1,1,2,1,0,2,1,6
2585,0,0,1,0,2,0,1,1,2,3
2586,0,1,1,2,2,2,1,1,2,0
2587,0,0,1,2,2,1,2,0,1,7
2588,0,0,1,2,2,1,2,1,1,0
2589,0,2,1,1,2,2,0,1,1,0
2590,2,2,1,1,2,2,0,1,1,6
2591,2,1,1,1,2,2,2,0,1,7
2592,1,1,1,2,2,2,0,0,1,6
2593,0,0,1,1,2,1,2,0,2,0
2594,1,0,1,1,2,1,2,0,2,7
2595,1,0,1,1,2,1,2,2,2,1
2596,0,1,1,2,2,2,2,1,1,0
2597,1,1,1,2,2,2,0,0,1,7
2598,0,0,1,1,2,1,2,1,2,1
2599,0,2,1,1,2,1,2,1,2,0
2600,2,2,1,1,2,1,0,2,1,6
2601,1,2,1,1,2,2,2,0,1,7
2602,1,2,1,2,2,1,1,0,2,7
2603,0,1,1,2,2,1,2,2,1,0
2604,0,0,1,0,2,2,1,1,0,0
2605,2,0,1,0,2,2,1,1,0,3
2606,2,2,1,1,2,1,1,0,2,7
2607,0,2,1,2,2,2,1,1,1,0
2608,0,2,1,1,2,2,1,0,1,7
2609,0,2,1,1,2,2,1,2,1,0
2610,0,1,1,2,2,2,0,1,1,0
2611,2,2,1,1,2,1,0,2,1,6
2612,1,2,1,1,2,2,1,0,2,7
2613,1,1,1,1,2,2,0,0,2,7
2614,1,1,1,1,2,2,0,2,2,6
2615,1,0,1,2,2,1,1,0,2,1
2616,1,2,1,2,2,1,1,0,2,7
2617,0,0,1,0,2,0,1,2,1,1
2618,0,2,1,2,2,1,1,2,1,0
2619,2,1,1,1,2,2,0,0,1,7
2620,0,2,1,2,2,2,1,1,1,0
2621,2,2,1,1,2,1,1,0,2,7
2622,1,2,1,2,2,2,1,0,1,7
2623,0,2,1,1,2,2,1,2,1,0
2624,0,2,1,1,2,1,2,2,1,0
2625,0,0,1,0,2,0,1,2,1,3
2626,0,1,1,2,2,2,1,2,1,0
2627,0,2,1,2,2,1,1,2,1,0
2628,1,2,1,1,2,1,0,2,2,6
2629,2,1,1,1,2,2,0,0,1,7
2630,2,1,1,1,2,2,0,2,1,6
2631,0,0,1,0,2,0,1,1,2,0
2632,1,2,1,2,2,1,1,0,2,7
2633,2,2,1,1,2,1,0,2,1,6
2634,2,1,1,1,2,2,0,0,1,7
2635,2,1,1,1,2,2,0,2,1,6
2636,0,0,1,0,2,2,1,1,0,3
2637,0,2,1,2,2,2,1,1,1,0
2638,1,2,1,1,2,2,1,0,2,7
2639,0,0,1,1,2,1,2,0,2,7
2640,0,0,1,1,2,1,2,1,2,1
2641,0,2,1,1,2,1,2,1,2,0
2642,0,1,1,2,2,2,1,2,1,0
2643,1,1,1,2,2,2,0,0,1,6
2644,0,2,1,1,2,2,2,1,1,0
2645,1,1,1,2,2,2,0,0,1,6
2646,1,2,1,1,2,2,2,0,1,7
2647,0,0,1,0,2,0,1,1,2,5
2648,0,1,1,2,2,2,1,1,2,0
2649,0,1,1,2,2,1,2,2,1,0
2650,1,2,1,1,2,2,1,0,2,7
2651,2,1,1,1,2,1,0,2,2,6
2652,1,1,1,1,2,2,0,0,2,6
2653,1,1,1,2,2,2,0,0,1,6
2654,1,2,1,2,2,1,1,0,2,7
2655,1,1,1,2,2,2,0,0,1,7
2656,1,1,1,2,2,2,0,0,1,7
2657,1,2,1,1,2,2,2,0,1,7
2658,1,2,1,2,2,2,1,0,1,7
2659,1,1,1,2,2,2,0,0,1,7
2660,1,0,1,0,2,2,1,2,0,8
2661,1,2,1,2,2,1,1,0,2,7
2662,1,0,1,2,2,1,2,1,2,1
2663,1,2,1,1,2,2,1,0,2,7
2664,1,0,1,2,2,1,1,0,2,7
2665,1,0,1,2,2,1,1,2,2,1
2666,1,2,1,1,2,1,0,2,2,6
2667,1,1,1,1,2,2,0,0,2,7
2668,1,1,1,1,2,2,0,2,2,6
2669,1,2,1,2,2,1,1,0,2,7
2670,1,0,1,2,2,1,2,1,2,1
2671,1,2,1,1,2,2,0,1,2,6
2672,1,2,1,1,2,1,0,2,2,6
2673,1,2,1,1,2,2,1,0,2,7
2674,1,2,1,1,2,2,0,1,2,6
2675,1,2,1,2,2,1,1,0,2,7
2676,1,2,1,1,2,2,0,2,1,6
2677,1,2,1,1,2,2,2,0,1,7
2678,1,2,1,1,2,2,2,0,1,7
2679,1,2,1,1,2,1,2,0,2,7
2680,1,2,1,1,2,2,1,0,2,7
2681,1,1,1,1,2,2,0,2,2,6
2682,1,0,1,2,2,1,2,1,2,1
2683,1,2,1,1,2,2,1,0,2,7
2684,1,2,1,1,2,1,0,2,2,6
2685,1,2,1,1,2,2,1,0,2,7
2686,1,1,1,1,2,2,0,2,2,6
2687,1,2,1,1,2,2,0,2,1,6
2688,1,2,1,1,2,2,0,1,2,6
2689,1,2,1,1,2,1,2,0,2,7
2690,1,2,1,2,2,2,1,0,1,7
2691,1,0,1,2,2,1,2,1,2,1
2692,1,2,1,1,2,2,1,0,2,7
2693,1,2,1,1,2,1,0,2,2,6
2694,1,2,1,1,2,2,0,2,1,6
2695,1,2,1,2,2,1,1,0,2,7
2696,1,2,1,1,2,2,2,0,1,7
2697,1,2,1,2,2,1,1,0,2,7
2698,1,2,1,2,2,1,1,0,2,7
2699,1,2,1,1,2,2,2,0,1,7
2700,1,2,1,1,2,2,1,0,2,7
2701,1,2,1,1,2,2,0,1,2,6
2702,1,2,1,2,2,2,1,0,1,7
2703,1,2,1,2,2,2,1,0,1,7
2704,1,2,1,1,2,2,2,0,1,7
2705,1,2,1,1,2,1,2,0,2,7
2706,1,2,1,1,2,2,1,0,2,7
2707,1,2,1,1,2,2,1,0,2,7
2708,1,2,1,1,2,1,0,2,2,6
2709,1,2,1,1,2,2,1,0,2,7
2710,1,2,1,2,2,1,1,0,2,7
2711,1,2,1,2,2,2,1,0,1,7
2712,1,2,1,1,2,1,2,0,2,7
2713,1,2,1,1,2,1,2,0,2,7
2714,1,2,1,1,2,2,1,0,2,7
2715,1,2,1,1,2,2,0,2,1,6
2716,1,2,1,1,2,1,0,2,2,6
2717,1,2,1,1,2,2,0,1,2,6
2718,1,2,1,2,2,2,1,0,1,7
2719,1,2,1,1,2,2,0,1,2,6
2720,1,2,1,1,2,2,2,0,1,7
2721,1,2,1,2,2,1,1,0,2,7
2722,1,2,1,1,2,1,0,2,2,6
2723,1,2,1,1,2,2,1,0,2,7
2724,1,2,1,1,2,1,0,2,2,6
2725,1,2,1,1,2,2,2,0,1,7
2726,1,2,1,1,2,1,2,0,2,7
2727,1,2,1,1,2,2,2,0,1,7
2728,1,2,1,1,2,2,1,0,2,7
2729,1,2,1,1,2,2,2,0,1,7
2730,1,2,1,1,2,1,0,2,2,6
2731,1,2,1,1,2,1,0,2,2,6
2732,1,2,1,1,2,1,2,0,2,7
2733,1,2,1,1,2,2,1,0,2,7
2734,1,2,1,1,2,2,0,2,1,6
2735,1,2,1,1,2,2,0,2,1,6
2736,1,2,1,1,2,2,1,0,2,7
2737,1,2,1,1,2,2,0,2,1,6
2738,1,2,1,1,2,2,1,0,2,7
2739,1,2,1,1,2,1,0,2,2,6
2740,1,2,1,1,2,2,2,0,1,7
2741,1,2,1,1,2,2,0,1,2,6
2742,1,2,1,1,2,1,0,2,2,6
2743,1,2,1,1,2,2,2,0,1,7
2744,1,1,2,2,1,2,0,0,1,7
2745,0,0,2,2,1,1,2,0,1,7
2746,0,0,2,2,1,1,2,1,1,0
2747,0,0,0,2,0,1,1,0,0,2
2748,1,1,2,2,2,1,1,0,2,7
2749,2,1,1,1,2,2,0,2,1,6
2750,0,0,0,0,2,0,0,1,0,6
2751,0,0,0,0,2,0,1,1,0,1
2752,0,2,0,0,2,0,1,1,0,0
2753,1,2,0,0,2,0,1,1,0,5
2754,1,2,0,0,2,2,1,1,0,3
2755,2,1,0,0,0,2,0,1,0,6
2756,2,1,0,0,0,2,1,1,0,3
2757,1,1,2,1,1,2,0,0,2,6
2758,2,1,1,2,1,2,0,0,1,6
2759,2,1,1,2,1,2,2,0,1,7
2760,2,2,1,1,2,1,0,2,1,6
2761,0,0,0,2,1,1,2,0,0,7
2762,0,0,0,2,1,1,2,1,0,1
2763,2,1,0,1,0,0,0,0,2,6
2764,2,1,2,1,2,1,1,0,2,7
2765,0,1,1,1,2,2,0,2,1,6
2766,0,0,2,1,2,1,2,0,1,7
2767,0,0,2,1,2,1,2,1,1,1
2768,0,2,2,1,2,1,2,1,1,0
2769,2,1,0,0,0,0,0,1,0,2
2770,0,0,0,0,0,2,1,0,0,7
2771,1,2,2,2,1,1,0,1,2,6
2772,1,2,2,2,1,1,0,1,2,6
2773,0,2,2,0,1,0,0,1,1,3
2774,0,2,2,2,1,1,2,1,1,0
2775,1,1,1,2,2,2,0,0,1,6
2776,0,0,0,1,2,1,2,0,0,8
2777,0,0,2,1,2,1,2,0,1,7
2778,0,0,2,1,2,1,2,1,1,0
2779,0,0,0,0,2,0,0,1,0,0
2780,1,2,0,0,2,1,0,1,0,6
2781,1,2,0,0,2,1,2,1,0,3
2782,0,0,1,1,2,1,2,0,2,0
2783,1,0,1,1,2,1,2,0,2,7
2784,1,0,1,1,2,1,2,2,2,1
2785,0,0,0,0,1,2,1,0,0,8
2786,0,1,1,2,1,2,1,2,2,0
2787,1,1,2,2,1,1,0,2,2,6
2788,1,0,2,0,0,1,0,2,0,3
2789,1,2,2,2,1,1,0,1,2,6
2790,1,0,0,1,0,0,0,2,2,1
2791,1,1,0,1,0,0,0,2,2,4
2792,0,2,0,0,1,0,0,1,0,3
2793,2,2,1,2,1,1,0,1,2,6
2794,1,1,1,2,2,2,0,0,1,7
2795,1,2,0,1,0,0,0,2,1,2
2796,1,1,0,2,1,2,0,0,0,7
2797,0,0,0,0,1,0,2,1,0,8
2798,0,1,2,2,1,1,2,1,2,0
2799,0,0,0,0,1,0,1,2,0,3
2800,0,2,1,2,1,2,1,2,1,0
2801,0,0,0,0,1,0,0,2,0,3
2802,2,1,2,1,1,1,0,2,2,6
2803,2,2,1,1,1,2,2,0,1,7
2804,1,2,1,2,1,2,2,0,1,7
2805,2,1,2,1,2,2,1,0,1,7
2806,0,0,2,0,0,0,0,1,1,4
2807,0,0,2,0,2,0,1,1,1,5
2808,0,2,2,1,2,2,1,1,1,0
2809,1,2,0,0,2,0,0,1,0,3
2810,2,1,1,1,2,2,0,0,1,7
2811,2,1,1,1,2,2,0,2,1,6
2812,1,1,0,2,0,0,0,0,2,4
2813,1,1,2,2,1,1,0,0,2,7
2814,1,1,2,2,1,1,0,2,2,6
2815,0,1,2,2,1,2,1,2,1,0
2816,1,2,2,1,1,1,2,0,2,7
2817,1,0,1,0,0,2,0,0,0,8
2818,1,2,1,1,1,2,2,0,2,7
2819,0,0,0,0,1,0,1,2,0,2
2820,0,1,2,2,1,2,1,2,1,0
2821,2,2,1,1,2,1,1,0,2,7
2822,0,1,2,1,2,2,1,1,2,0
2823,2,2,0,0,0,0,1,1,0,4
2824,2,2,0,0,1,0,1,1,0,3
2825,2,2,0,0,1,0,0,1,0,6
2826,0,1,2,2,1,1,2,2,1,0
2827,0,2,2,0,1,0,0,1,1,5
2828,0,2,2,2,1,2,1,1,1,0
2829,0,0,1,0,0,0,0,2,1,3
2830,0,2,1,1,2,2,2,1,1,0
2831,0,0,0,1,0,2,1,0,0,1
2832,0,2,0,1,1,2,1,0,0,0
2833,0,2,0,1,1,2,1,0,0,2
2834,2,2,2,1,1,2,1,0,1,7
2835,0,1,0,0,0,2,1,0,0,3
2836,0,1,0,2,0,2,1,0,0,7
2837,0,0,2,1,2,1,2,0,1,0
2838,1,0,2,1,2,1,2,0,1,7
2839,2,2,1,1,2,1,1,0,2,7
2840,2,1,1,1,2,2,0,2,1,6
2841,2,2,0,2,0,1,0,1,1,4
2842,1,2,2,1,1,1,2,0,2,7
2843,1,2,2,1,2,1,0,0,1,7
2844,1,2,2,1,2,1,0,2,1,6
2845,0,0,0,2,0,1,1,0,0,1
2846,0,2,0,2,0,1,1,0,0,0
2847,1,0,1,2,2,1,1,0,2,7
2848,1,0,1,2,2,1,1,2,2,1
2849,0,0,0,1,0,2,1,0,0,1
2850,0,2,0,1,0,2,1,0,0,2
2851,1,1,0,2,1,2,0,0,0,2
2852,1,2,1,1,2,1,0,2,2,6
2853,1,0,0,1,0,0,0,2,2,2
2854,1,0,1,0,0,2,0,0,0,4
2855,1,1,2,2,1,2,0,0,1,7
2856,1,1,2,2,1,2,0,0,1,6
2857,1,2,0,0,0,2,0,1,0,4
2858,1,2,0,0,1,2,0,1,0,8
2859,1,1,0,2,0,0,0,0,2,5
2860,1,1,0,2,0,1,0,0,2,2
2861,1,1,2,2,1,1,0,0,2,6
2862,1,2,1,2,1,2,1,0,2,7
2863,1,0,1,2,2,1,2,1,2,1
2864,1,2,2,1,1,2,2,0,1,7
2865,1,2,2,1,2,1,0,0,1,7
2866,1,2,2,1,2,1,0,2,1,6
2867,1,2,0,0,2,0,0,1,0,5
2868,1,2,0,0,2,1,0,1,0,6
2869,1,2,0,0,2,1,2,1,0,3
2870,1,0,2,2,1,1,1,0,2,1
2871,1,2,2,2,1,1,1,0,2,7
2872,1,2,0,1,0,0,0,2,1,2
2873,1,1,0,2,2,1,0,0,0,6
2874,1,1,0,2,2,1,2,0,0,2
2875,1,0,2,0,0,1,0,2,0,3
2876,1,0,1,2,2,1,2,1,2,1
2877,1,2,2,1,1,1,2,0,2,7
2878,1,0,1,0,0,2,0,0,0,6
2879,1,2,2,2,1,1,0,1,2,6
2880,1,1,0,2,1,2,0,0,0,7
2881,1,1,0,2,2,1,0,0,0,8
2882,1,0,2,2,1,1,1,0,2,1
2883,1,2,2,2,1,1,1,0,2,7
2884,1,0,0,1,0,0,0,2,2,1
2885,1,1,0,1,0,0,0,2,2,5
2886,1,1,0,1,0,2,0,2,2,4
2887,1,0,1,2,2,1,1,0,2,1
2888,1,2,1,2,2,1,1,0,2,7
2889,1,0,2,0,0,2,1,1,0,4
2890,1,0,2,0,2,2,1,1,0,8
2891,1,1,1,2,2,2,0,0,1,7
2892,1,1,2,2,1,2,0,0,1,7
2893,1,2,0,0,0,0,0,1,0,4
2894,1,2,0,0,2,0,0,1,0,6
2895,1,2,0,0,2,0,1,1,0,8
2896,1,1,2,2,1,2,0,0,1,7
2897,1,2,1,2,1,1,0,2,2,6
2898,1,0,2,1,2,1,2,2,1,1
2899,1,2,1,1,2,2,2,0,1,7
2900,1,2,0,1,0,1,0,2,2,2
2901,1,1,1,2,1,2,0,0,2,6
2902,1,2,2,1,1,1,0,0,2,7
2903,1,2,2,1,2,2,1,0,1,7
2904,1,0,0,1,0,0,0,2,2,5
2905,1,0,0,1,0,1,0,2,2,4
2906,1,1,2,1,2,1,0,2,2,6
2907,1,2,2,2,1,1,0,1,2,6
2908,1,0,2,1,2,1,2,2,1,1
2909,1,1,2,2,2,1,0,0,1,7
2910,1,2,0,0,0,0,2,1,0,3
2911,1,0,1,0,0,2,0,2,0,1
2912,1,2,1,1,1,2,2,0,2,7
2913,1,2,1,1,2,1,0,2,2,6
2914,1,2,2,1,2,1,0,0,1,7
2915,1,2,2,1,2,1,0,2,1,6
2916,1,2,2,1,1,1,0,0,2,7
2917,1,2,2,1,1,1,0,2,2,6
2918,1,0,2,1,2,1,1,0,2,7
2919,1,0,2,1,2,1,1,2,2,1
2920,1,2,0,0,2,0,0,1,0,6
2921,1,2,0,0,2,2,1,1,0,3
2922,1,1,0,1,2,2,0,0,0,8
2923,1,1,1,1,2,2,0,0,2,7
2924,1,1,1,1,2,2,0,2,2,6
2925,1,1,0,1,2,2,0,0,0,8
2926,1,1,1,1,2,2,0,0,2,7
2927,1,1,1,1,2,2,0,2,2,6
2928,1,1,2,1,2,1,0,0,2,7
2929,1,1,2,1,2,1,0,2,2,6
2930,1,1,0,0,2,0,2,1,0,8
2931,1,2,1,2,2,2,1,0,1,7
2932,1,2,1,1,2,1,0,2,2,6
2933,1,2,2,1,2,1,0,0,1,6
2934,1,0,2,1,2,1,1,0,2,7
2935,1,2,1,1,2,1,0,2,2,6
2936,1,1,2,2,2,1,0,1,2,6
2937,1,2,0,0,2,0,0,1,0,3
2938,1,2,2,1,2,1,0,1,2,6
2939,1,2,2,1,2,1,0,0,1,7
2940,1,2,2,1,2,1,0,2,1,6
2941,1,1,1,2,2,2,0,0,1,6
2942,1,1,0,2,2,1,0,0,0,7
2943,1,1,2,2,2,1,0,2,1,6
2944,1,2,2,1,2,2,0,1,1,6
2945,1,1,0,2,2,1,0,0,0,8
2946,1,0,1,0,2,2,1,2,0,3
2947,1,0,1,2,2,1,1,0,2,1
2948,1,2,1,2,2,1,1,0,2,7
2949,1,1,2,2,2,2,0,1,1,6
2950,1,2,0,0,2,1,2,1,0,2
2951,1,0,2,2,2,1,2,1,1,1
2952,1,2,1,2,2,1,1,0,2,7
2953,1,1,1,2,2,2,0,0,1,6
2954,1,1,2,1,2,2,0,0,1,7
2955,1,1,2,1,2,2,0,2,1,6
2956,1,1,2,2,2,1,0,1,2,6
2957,1,1,0,2,2,2,1,0,0,8
2958,1,1,1,2,2,2,0,0,1,6
2959,1,2,1,1,2,2,1,0,2,7
2960,1,1,2,1,2,2,0,1,2,6
2961,1,2,1,1,2,1,0,2,2,6
2962,1,0,1,2,2,1,2,1,2,1
2963,1,0,2,2,2,1,2,1,1,1
2964,1,1,2,1,2,2,0,2,1,6
2965,1,2,1,1,2,2,1,0,2,7
2966,1,1,0,0,2,2,0,1,0,3
2967,1,1,2,2,2,2,0,1,1,6
2968,1,2,1,1,2,1,0,2,2,6
2969,1,2,1,1,2,1,0,2,2,6
2970,1,0,1,0,2,2,1,2,0,1
2971,1,1,2,1,2,2,0,1,2,6
2972,1,1,2,2,2,1,0,1,2,6
2973,1,2,1,1,2,2,1,0,2,7
2974,1,1,2,2,2,1,1,0,2,7
2975,1,0,1,0,2,2,1,2,0,8
2976,1,0,2,0,2,1,1,2,0,1
2977,1,0,2,0,2,1,1,2,0,1
2978,1,2,0,0,2,2,1,1,0,8
2979,1,2,1,2,2,2,1,0,1,7
2980,1,2,2,1,2,1,1,0,2,7
2981,1,2,1,2,2,1,1,0,2,7
2982,1,1,2,2,2,1,1,0,2,7
2983,1,1,2,2,2,1,1,0,2,7
2984,1,1,2,2,2,1,1,0,2,7
2985,1,1,0,2,2,2,1,0,0,7
2986,1,2,0,0,2,0,1,1,0,8
2987,1,1,2,2,2,1,1,0,2,7
2988,1,0,0,1,2,2,1,2,1,1
2989,1,1,2,2,2,1,1,0,2,7
2990,1,2,2,1,2,1,1,0,2,7
2991,1,0,2,0,2,2,1,1,0,1
2992,1,1,2,2,2,1,1,0,2,7
2993,1,0,1,0,2,2,1,2,0,3
2994,1,2,0,0,2,2,1,1,0,2
2995,1,2,1,1,2,2,1,0,2,7
2996,1,2,1,2,2,1,1,0,2,7
2997,1,1,2,2,2,1,1,0,2,7
2998,1,0,1,0,2,2,1,2,0,1
2999,1,2,1,2,2,2,1,0,1,7
3000,1,2,2,1,2,1,1,0,2,7
3001,1,2,1,2,2,2,1,0,1,7
3002,1,1,2,2,2,1,1,0,2,7
3003,1,2,1,2,2,2,1,0,1,7
3004,1,2,1,2,2,2,1,0,1,7
3005,1,1,0,2,2,2,1,0,0,8
3006,1,1,2,2,2,1,1,0,2,7
3007,1,2,1,2,2,1,1,0,2,7
3008,1,1,2,2,2,1,1,0,2,7
3009,1,2,1,2,2,2,1,0,1,7
3010,1,1,2,2,2,1,1,0,2,7
3011,1,2,1,2,2,2,1,0,1,7
3012,1,1,2,2,2,1,1,0,2,7
3013,1,1,2,2,2,1,1,0,2,7
3014,1,2,1,2,2,2,1,0,1,7
3015,1,2,1,2,2,1,1,0,2,7
3016,1,1,2,2,2,1,1,0,2,7
3017,1,0,1,2,2,1,1,2,2,1
3018,1,0,1,2,2,1,1,0,2,7
3019,1,0,1,2,2,1,1,2,2,1
3020,1,0,2,2,2,1,1,0,1,1
3021,1,1,2,2,2,1,1,0,2,7
3022,1,0,2,2,2,1,1,2,1,1
3023,1,2,1,2,2,1,1,0,2,7
3024,1,1,2,2,2,1,1,0,2,7
3025,1,1,2,2,2,1,1,0,2,7
3026,1,0,1,2,2,1,1,0,2,7
3027,1,0,1,2,2,1,1,2,2,1
3028,1,0,2,2,2,1,1,0,1,7
3029,1,0,2,2,2,1,1,2,1,1
3030,1,1,2,2,2,1,1,0,2,7
3031,1,0,1,2,2,1,1,2,2,1
3032,1,0,2,2,2,1,1,1,2,1
3033,1,0,1,2,2,1,1,2,2,1
3034,1,2,1,2,2,1,1,0,2,7
3035,1,1,2,2,2,1,1,0,2,7
3036,1,0,2,2,2,1,1,1,2,1
3037,1,2,1,2,2,1,1,0,2,7
3038,1,0,2,2,2,1,1,2,1,1
3039,1,2,1,2,2,1,1,0,2,7
3040,1,0,2,2,2,1,1,2,1,1
3041,1,1,2,2,2,1,1,0,2,7
3042,1,0,1,2,2,1,1,2,2,1
3043,1,0,1,2,2,1,1,2,2,1
3044,1,0,2,2,2,1,1,2,1,1
3045,0,0,0,0,0,2,1,0,0,4
3046,0,0,0,0,1,2,1,0,0,3
3047,0,0,0,2,1,2,1,0,0,1
3048,0,1,0,2,1,2,1,0,0,7
3049,2,1,1,1,2,2,0,2,1,6
3050,2,0,1,0,2,1,1,2,0,1
3051,1,1,2,2,1,2,0,0,1,6
3052,0,0,0,0,2,0,0,1,0,3
3053,0,0,2,2,1,1,2,0,1,1
3054,0,1,2,2,1,1,2,2,1,0
3055,0,0,2,0,0,0,0,1,1,3
3056,1,0,2,0,0,1,0,2,0,6
3057,1,0,2,0,2,1,1,2,0,3
3058,2,1,1,1,2,1,0,2,2,6
3059,1,1,2,2,1,2,0,0,1,7
3060,0,0,2,1,2,1,2,0,1,1
3061,0,1,2,1,2,1,2,2,1,0
3062,0,2,1,2,2,2,1,1,1,0
3063,2,1,0,1,1,2,2,0,0,7
3064,0,0,0,0,1,0,0,2,0,8
3065,0,0,2,0,1,0,0,2,1,3
3066,0,1,2,1,1,2,2,2,1,0
3067,1,2,1,2,1,2,2,0,1,7
3068,1,1,1,2,2,2,0,0,1,6
3069,0,2,2,1,1,1,1,2,2,0
3070,0,0,0,2,1,1,2,0,0,0
