,0th pos,1st pos,2nd pos,3rd pos,4th pos,5th pos,6th pos,7th pos,8th pos,Move
631,1,2,1,1,1,2,2,0,2,7
632,1,2,2,1,2,1,0,0,1,6
633,1,2,1,1,2,2,0,2,1,6
634,1,0,0,1,0,0,0,2,2,6
635,1,0,2,0,0,1,0,0,0,6
636,1,2,2,1,1,1,2,0,2,7
637,1,1,0,1,2,2,0,0,0,6
638,1,1,0,1,2,2,2,0,0,2
639,1,1,2,2,1,2,0,0,1,7
640,1,0,2,1,2,1,2,2,1,1
641,1,2,0,0,0,0,0,1,0,2
642,1,0,2,2,1,1,1,0,2,7
643,1,0,2,2,1,1,1,2,2,1
644,1,0,2,0,0,2,1,1,0,1
645,1,2,1,1,2,2,2,0,1,7
646,1,2,1,2,1,2,2,0,1,7
647,1,2,1,2,1,1,0,2,2,6
648,1,1,0,2,2,1,0,0,0,2
649,1,1,2,2,2,2,0,1,1,6
650,1,2,2,1,1,2,2,0,1,7
651,1,2,2,2,1,1,0,0,1,6
652,1,2,2,1,1,1,2,0,2,7
653,1,1,1,2,1,2,0,0,2,6
654,1,0,1,0,0,2,0,2,0,6
655,1,0,1,0,0,2,1,2,0,8
656,1,2,2,1,1,1,2,0,2,7
657,1,1,0,1,0,2,0,2,2,4
658,1,2,2,1,1,2,2,0,1,7
659,1,2,0,0,0,2,0,1,0,6
660,1,2,0,0,0,2,1,1,0,3
661,1,1,2,1,2,1,0,0,2,6
662,1,0,2,0,0,2,0,1,0,3
663,1,0,1,2,2,1,1,0,2,7
664,1,0,1,2,2,1,1,2,2,1
665,1,0,2,2,1,1,1,0,2,7
666,1,0,2,2,1,1,1,2,2,1
667,1,2,2,1,1,1,0,0,2,6
668,1,2,2,1,1,1,2,0,2,7
669,1,1,0,0,0,2,2,1,0,4
670,1,1,0,0,2,2,2,1,0,2
671,1,1,2,2,1,2,0,0,1,6
672,1,2,2,2,1,1,0,0,1,7
673,1,1,0,2,2,1,0,0,0,6
674,1,1,0,2,2,1,2,0,0,2
675,1,1,2,2,2,1,0,0,1,7
676,1,1,2,2,2,1,0,2,1,6
677,1,1,0,2,1,2,0,0,0,8
678,1,1,1,2,1,2,0,0,2,7
679,1,2,2,2,1,2,1,0,1,7
680,1,1,2,2,1,2,0,0,1,6
681,1,1,2,2,2,2,0,1,1,6
682,1,0,2,2,1,1,2,2,1,1
683,1,2,1,2,1,2,2,0,1,7
684,1,1,2,2,2,1,0,0,1,7
685,1,1,2,2,2,1,0,2,1,6
686,1,1,0,2,2,1,0,0,0,8
687,1,1,1,2,2,2,0,0,1,6
688,1,2,1,2,1,1,0,2,2,6
689,1,1,1,2,2,2,0,0,1,6
690,1,1,2,2,1,2,0,0,1,6
691,1,2,1,2,1,1,0,2,2,6
692,1,0,1,2,2,1,2,2,1,1
693,1,1,0,2,0,0,0,0,2,2
694,1,2,1,2,1,1,0,2,2,6
695,1,0,0,2,0,1,0,1,2,4
696,1,1,2,2,2,1,0,1,2,6
697,1,1,2,2,1,2,0,0,1,6
698,1,1,0,2,1,2,0,0,0,7
699,1,2,1,2,1,2,2,0,1,7
700,1,2,2,2,1,1,0,0,1,7
701,1,1,0,2,2,1,0,0,0,6
702,1,1,0,2,2,1,2,0,0,2
703,1,2,1,2,1,2,1,0,2,7
704,1,0,2,2,1,1,2,2,1,1
705,1,0,2,2,2,1,2,1,1,1
706,1,1,0,2,0,1,0,0,2,4
707,1,0,0,2,0,0,0,1,2,2
708,1,1,2,2,1,1,0,2,2,6
709,1,2,1,2,1,2,1,0,2,7
710,1,1,0,2,1,2,2,0,0,2
711,1,0,1,2,2,1,2,2,1,1
712,1,1,2,2,1,1,0,0,2,7
713,1,1,2,2,1,1,0,2,2,6
714,1,1,0,2,0,0,0,1,2,4
715,1,0,2,2,1,1,2,0,1,7
716,1,0,2,2,1,1,2,2,1,1
717,1,2,2,2,1,2,1,0,1,7
718,1,2,1,2,1,2,1,0,2,7
719,1,2,1,2,1,2,1,0,2,7
720,1,1,2,2,2,1,0,1,2,6
721,1,1,2,2,2,2,0,1,1,6
722,1,2,1,2,1,2,1,0,2,7
723,1,1,2,2,2,1,0,1,2,6
724,1,2,1,2,1,1,0,2,2,6
725,1,0,1,2,2,1,2,1,2,1
726,1,0,0,2,0,1,0,1,2,2
727,1,0,2,2,1,1,2,1,2,1
728,1,1,2,2,2,1,0,0,1,7
729,1,1,2,2,2,1,0,2,1,6
730,1,0,2,2,1,1,2,2,1,1
731,1,2,1,2,1,1,0,2,2,6
732,1,2,1,2,1,1,0,2,2,6
733,1,1,0,2,1,2,0,0,0,8
734,1,1,1,2,1,2,0,0,2,6
735,1,1,2,2,1,1,0,0,2,6
736,1,1,2,2,1,2,0,0,1,7
737,1,1,0,2,1,2,2,0,0,7
738,1,2,1,2,1,1,0,2,2,6
739,1,2,1,2,1,1,0,2,2,6
740,1,2,1,2,1,2,1,0,2,7
741,1,2,1,2,1,2,2,0,1,7
742,1,1,0,2,1,2,0,0,0,6
743,1,1,0,2,1,2,2,0,0,8
744,1,2,2,2,1,1,0,0,1,7
745,1,0,2,2,1,1,2,2,1,1
746,1,2,1,2,1,1,2,0,2,7
747,1,2,2,2,1,1,0,0,1,7
748,1,1,0,2,1,2,2,0,0,8
749,1,0,2,2,1,1,2,2,1,1
750,1,1,1,2,1,2,0,0,2,7
751,1,2,2,2,1,2,1,0,1,7
752,1,0,2,2,1,1,2,2,1,1
753,1,2,1,2,1,2,2,0,1,7
754,1,0,2,2,1,1,1,0,2,1
755,1,2,2,2,1,1,1,0,2,7
756,1,1,1,2,1,2,0,0,2,6
757,1,1,2,2,1,1,0,0,2,7
758,1,1,2,2,1,1,0,2,2,6
759,1,0,1,2,1,1,2,2,2,1
760,1,2,1,2,1,2,2,0,1,7
761,1,1,0,2,1,2,2,0,0,8
762,1,0,2,2,1,1,2,0,1,7
763,1,0,2,2,1,1,2,2,1,1
764,1,1,2,2,1,2,0,0,1,7
765,1,2,2,2,1,2,1,0,1,7
766,1,2,1,2,1,1,2,0,2,7
767,1,2,1,2,1,1,2,0,2,7
768,1,2,2,2,1,1,0,0,1,7
769,1,1,2,2,1,1,0,2,2,6
770,1,0,2,2,1,1,1,2,2,1
771,1,2,1,2,1,1,0,2,2,6
772,1,1,1,2,1,2,0,0,2,6
773,1,2,1,2,1,2,2,0,1,7
774,1,2,1,2,1,2,2,0,1,7
775,1,0,2,2,1,1,2,0,1,1
776,1,1,0,2,1,2,2,0,0,8
777,1,1,0,2,1,2,2,0,0,8
778,1,2,1,2,1,2,2,0,1,7
779,1,0,1,2,1,1,2,2,2,1
780,1,0,1,2,1,1,2,0,2,1
781,1,2,1,2,1,1,2,0,2,7
782,1,2,1,2,1,2,2,0,1,7
783,1,0,1,2,1,1,2,2,2,1
784,1,2,1,2,1,1,2,0,2,7
785,1,0,1,2,1,1,2,2,2,1
786,1,2,1,2,1,1,2,0,2,7
787,1,0,1,2,1,1,2,0,2,7
788,1,0,1,2,1,1,2,2,2,1
789,1,0,2,2,1,1,2,2,1,1
790,1,0,1,2,1,1,2,0,2,1
791,1,2,1,2,1,1,2,0,2,7
792,1,2,1,2,1,2,2,0,1,7
793,1,2,1,2,1,2,2,0,1,7
794,1,2,1,2,1,2,2,0,1,7
795,1,0,2,2,1,1,2,0,1,7
796,1,0,2,2,1,1,2,2,1,1
797,1,0,2,2,1,1,2,2,1,1
798,1,0,2,2,1,1,2,2,1,1
799,1,1,0,2,1,2,2,0,0,2
800,0,0,2,2,1,1,1,2,1,0
801,1,1,2,2,1,2,0,0,1,6
802,1,0,1,2,2,1,2,1,2,1
803,0,0,0,0,2,0,0,1,0,0
804,1,2,0,0,2,0,0,1,0,5
805,1,2,0,0,2,1,0,1,0,3
806,1,2,2,2,1,1,0,1,2,6
807,2,1,2,1,1,1,0,2,2,6
808,1,0,2,1,2,1,2,0,1,1
809,0,0,1,2,2,1,2,0,1,7
810,0,0,1,2,2,1,2,1,1,1
811,0,2,1,2,2,1,2,1,1,0
812,1,0,0,1,0,0,0,2,2,4
813,1,2,1,2,1,1,0,2,2,6
814,2,2,0,0,0,1,0,1,0,2
815,2,2,1,0,0,1,0,1,2,6
816,2,1,0,1,1,2,0,0,0,7
817,0,0,0,2,1,1,2,0,0,2
818,1,2,1,2,1,1,2,0,2,7
819,0,1,0,0,2,2,1,0,0,2
820,2,1,1,1,2,2,1,0,2,7
821,1,0,1,0,0,2,0,0,0,8
822,1,1,1,2,1,2,0,0,2,6
823,1,1,2,2,1,2,0,0,1,6
824,2,0,0,1,0,0,0,1,2,5
825,2,0,0,1,0,1,0,1,2,4
826,2,1,2,1,2,1,0,1,2,6
827,1,0,2,0,0,1,0,2,0,8
828,1,1,2,2,2,1,0,2,1,6
829,0,2,2,0,1,0,0,1,1,5
830,0,2,2,2,1,2,1,1,1,0
831,0,1,2,2,1,1,2,2,1,0
832,0,0,0,0,1,0,0,2,0,0
833,0,2,1,2,2,2,1,1,1,0
834,0,1,0,0,1,0,0,2,0,2
835,1,1,2,2,1,1,0,2,2,6
836,2,1,1,1,2,2,0,0,1,7
837,2,1,1,1,2,2,0,2,1,6
838,1,0,1,0,0,2,0,0,0,7
839,1,0,1,0,0,2,0,2,0,6
840,1,0,1,0,0,2,1,2,0,3
841,1,1,0,2,1,2,0,0,0,2
842,0,0,0,2,0,1,1,0,0,8
843,2,2,1,2,1,1,1,0,2,7
844,0,2,1,2,1,1,0,0,2,7
845,0,2,1,2,1,1,0,1,2,0
846,2,2,1,2,1,1,0,1,2,6
847,2,2,1,2,1,1,0,1,2,6
848,0,0,0,0,0,2,1,0,0,4
849,0,0,0,0,1,2,1,0,0,1
850,0,2,0,0,1,2,1,0,0,7
851,2,0,1,0,2,1,1,2,0,8
852,0,2,0,0,1,2,1,0,0,2
853,2,2,1,1,1,2,1,0,2,7
854,0,0,2,2,1,1,2,0,1,0
855,0,0,2,2,1,1,2,0,1,1
856,0,1,2,2,1,1,2,2,1,0
857,2,1,1,1,2,2,1,0,2,7
858,0,0,2,0,0,0,0,1,1,4
859,0,0,2,0,2,0,1,1,1,5
860,0,2,2,1,2,2,1,1,1,0
861,0,0,0,1,0,2,1,0,0,7
862,1,0,1,0,0,2,0,0,0,7
863,1,0,1,0,0,2,0,2,0,8
864,1,2,2,1,1,2,0,0,1,6
865,1,2,2,1,1,2,2,0,1,7
866,1,1,1,2,2,2,0,0,1,6
867,0,2,0,0,1,0,0,1,0,0
868,2,2,0,0,1,0,0,1,0,6
869,2,2,0,0,1,0,1,1,0,3
870,2,0,1,0,1,1,0,2,0,3
871,0,0,0,1,1,2,2,0,0,8
872,0,1,2,1,1,2,2,2,1,0
873,0,0,1,0,0,0,0,2,1,6
874,0,0,1,0,0,0,2,2,1,1
875,0,1,1,1,2,2,2,2,1,0
876,1,2,0,0,0,2,0,1,0,3
877,1,0,1,0,0,2,0,0,0,6
878,2,2,0,0,1,0,0,1,0,5
879,2,2,0,0,1,1,0,1,0,2
880,1,1,1,2,2,2,0,0,1,6
881,0,0,1,1,2,1,2,0,2,1
882,0,1,1,1,2,1,2,2,2,0
883,1,2,2,2,1,1,0,0,1,7
884,1,0,2,0,0,1,0,0,0,3
885,2,1,2,1,1,1,0,2,2,6
886,2,0,1,0,0,2,1,1,0,1
887,1,2,2,1,1,1,2,0,2,7
888,0,0,0,0,1,0,1,2,0,2
889,0,1,2,2,1,2,1,2,1,0
890,2,2,1,1,2,1,0,2,1,6
891,1,1,0,2,0,0,0,2,1,5
892,1,1,0,2,0,2,0,2,1,2
893,0,0,0,0,2,0,0,1,0,2
894,2,2,1,2,1,2,1,0,1,7
895,2,1,1,0,0,2,0,1,2,3
896,1,1,1,2,2,2,0,0,1,6
897,1,0,1,0,0,2,0,0,0,4
898,1,2,1,2,2,2,1,0,1,7
899,1,1,1,2,1,2,0,0,2,6
900,1,0,0,1,0,0,0,2,2,2
901,1,1,2,2,1,2,0,0,1,7
902,1,0,2,0,0,1,0,0,0,6
903,1,2,2,1,1,1,2,0,2,7
904,1,0,0,1,0,0,0,2,2,5
905,1,0,0,1,0,1,0,2,2,6
906,1,0,1,1,2,1,2,2,2,1
907,1,2,2,1,1,1,0,0,2,6
908,1,2,2,1,1,1,2,0,2,7
909,1,1,1,2,2,2,0,0,1,7
910,1,2,0,0,0,2,0,1,0,6
911,1,2,0,0,0,2,1,1,0,4
912,1,2,0,0,2,2,1,1,0,3
913,1,2,2,1,2,1,0,0,1,6
914,1,1,0,1,2,2,0,0,0,8
915,1,1,1,1,2,2,0,2,2,6
916,1,2,2,1,1,1,2,0,2,7
917,1,0,2,0,0,2,1,1,0,4
918,1,2,2,1,1,2,2,0,1,7
919,1,1,0,2,0,0,0,0,2,5
920,1,1,0,2,0,1,0,0,2,4
921,1,2,2,2,1,1,0,0,1,6
922,1,1,0,2,1,2,0,0,0,6
923,1,1,0,2,1,2,2,0,0,7
924,1,0,1,0,0,2,0,0,0,4
925,1,2,1,2,1,2,2,0,1,7
926,1,1,2,2,1,2,0,0,1,7
927,1,0,2,0,0,1,0,2,0,1
928,1,1,0,2,2,1,0,0,0,6
929,1,1,0,2,2,1,2,0,0,7
930,1,1,0,2,1,2,0,0,0,2
931,1,2,0,0,2,0,0,1,0,5
932,1,2,0,0,2,1,0,1,0,8
933,1,2,2,1,2,1,0,1,2,6
934,1,1,1,2,2,2,0,0,1,6
935,1,2,2,1,2,2,1,0,1,7
936,1,2,2,1,1,1,2,0,2,7
937,1,0,1,2,2,1,2,1,2,1
938,1,0,2,1,2,1,2,2,1,1
939,1,2,2,1,2,2,1,0,1,7
940,1,0,0,1,2,2,0,2,1,2
941,1,2,1,1,2,2,0,2,1,6
942,1,1,2,2,1,2,0,0,1,7
943,1,2,1,2,1,1,0,2,2,6
944,1,2,1,2,1,2,1,0,2,7
945,1,0,2,2,1,1,1,0,2,7
946,1,0,2,2,1,1,1,2,2,1
947,1,2,0,0,0,0,0,1,0,3
948,1,2,1,2,1,1,0,2,2,6
949,1,2,2,2,1,1,0,1,2,6
950,1,0,1,2,2,1,2,1,2,1
951,1,1,2,2,1,2,0,0,1,7
952,1,2,1,1,2,1,2,0,2,7
953,1,2,2,1,2,2,1,0,1,7
954,1,2,2,2,1,1,0,0,1,7
955,1,1,2,2,2,1,0,0,1,7
956,1,1,2,2,2,1,0,2,1,6
957,1,0,2,0,0,2,0,1,0,6
958,1,0,2,0,0,2,1,1,0,3
959,1,2,2,1,2,1,0,0,1,7
960,1,2,2,1,2,1,0,2,1,6
961,1,2,1,2,1,1,0,2,2,6
962,1,2,1,1,1,2,2,0,2,7
963,1,2,1,1,2,2,2,0,1,7
964,1,0,1,0,0,2,0,0,0,1
965,1,2,1,2,1,2,2,0,1,7
966,1,1,2,2,1,2,0,0,1,7
967,1,2,0,0,0,2,0,1,0,3
968,1,2,2,1,1,2,2,0,1,7
969,1,0,1,0,0,2,1,2,0,4
970,1,0,1,0,2,2,1,2,0,3
971,1,2,1,1,2,2,1,0,2,7
972,1,2,2,1,1,2,2,0,1,7
973,1,2,1,1,1,2,2,0,2,7
974,1,2,1,2,1,2,1,0,2,7
975,1,2,0,0,0,2,0,1,0,8
976,1,2,0,2,0,2,0,1,1,4
977,1,0,1,0,0,2,1,2,0,1
978,1,2,2,1,2,2,1,0,1,7
979,1,1,0,2,0,2,0,1,2,6
980,1,2,1,2,1,2,2,0,1,7
981,1,1,2,2,1,2,0,0,1,6
982,1,0,1,0,0,2,0,2,0,4
983,1,1,0,1,0,2,0,0,2,2
984,1,2,2,1,2,2,1,0,1,7
985,1,0,2,0,0,2,0,1,0,8
986,1,1,1,2,1,2,0,0,2,6
987,1,0,1,0,2,2,1,2,0,1
988,1,2,1,2,1,2,2,0,1,7
989,1,1,2,1,2,2,0,1,2,6
990,1,1,0,0,2,2,0,1,0,8
991,1,1,2,1,2,2,0,1,2,6
992,1,1,1,2,2,2,0,0,1,7
993,1,2,1,1,1,2,2,0,2,7
994,1,1,0,2,1,2,0,0,0,6
995,1,1,0,2,1,2,2,0,0,8
996,1,2,2,1,2,2,1,0,1,7
997,1,2,1,1,2,2,2,0,1,7
998,1,2,0,2,0,2,0,1,1,2
999,1,1,2,2,1,2,0,0,1,6
1000,1,1,0,1,2,2,0,0,0,8
1001,1,1,1,1,2,2,0,0,2,7
1002,1,1,1,1,2,2,0,2,2,6
1003,1,0,2,0,0,2,1,1,0,4
1004,1,0,2,0,2,2,1,1,0,1
1005,1,2,1,2,1,2,2,0,1,7
1006,1,1,1,2,1,2,0,0,2,6
1007,1,2,2,1,2,2,0,1,1,6
1008,1,1,2,2,1,2,0,0,1,6
1009,1,2,1,1,2,2,1,0,2,7
1010,1,1,1,2,1,2,0,0,2,6
1011,1,1,0,2,0,2,0,2,1,4
1012,1,1,2,2,1,2,0,0,1,6
1013,1,2,1,1,2,2,1,0,2,7
1014,1,2,2,2,1,2,1,0,1,7
1015,1,1,0,0,2,2,0,1,0,8
1016,1,1,2,1,2,2,0,1,2,6
1017,1,2,2,2,1,2,1,0,1,7
1018,1,0,2,0,1,2,1,2,0,8
1019,1,0,1,0,2,2,1,2,0,3
1020,1,2,1,1,1,2,2,0,2,7
1021,1,1,0,0,2,2,0,1,0,2
1022,1,2,2,1,1,2,2,0,1,7
1023,1,1,0,2,1,2,0,0,0,6
1024,1,1,0,2,1,2,2,0,0,2
1025,1,2,1,1,2,2,2,0,1,7
1026,1,2,1,2,1,2,1,0,2,7
1027,1,0,0,1,2,2,0,2,1,1
1028,1,1,2,1,2,2,0,2,1,6
1029,1,2,2,1,2,2,1,0,1,7
1030,1,2,1,1,1,2,2,0,2,7
1031,1,2,1,1,1,2,2,0,2,7
1032,1,1,1,1,2,2,0,0,2,7
1033,1,1,1,1,2,2,0,2,2,6
1034,1,1,0,1,2,2,0,0,0,8
1035,1,1,1,1,2,2,0,0,2,7
1036,1,1,1,1,2,2,0,2,2,6
1037,1,1,0,2,0,2,0,1,2,2
1038,1,1,0,0,2,2,0,1,0,8
1039,1,1,2,1,2,2,0,1,2,6
1040,1,1,0,2,1,2,0,0,0,7
1041,1,1,0,0,0,2,2,1,0,8
1042,1,1,2,2,1,2,0,0,1,7
1043,1,1,0,2,0,2,0,2,1,6
1044,1,1,1,2,2,2,0,0,1,6
1045,1,1,0,2,0,2,0,1,2,4
1046,1,1,0,1,2,2,2,0,0,8
1047,1,1,2,1,2,2,0,0,1,7
1048,1,1,2,1,2,2,0,2,1,6
1049,1,1,0,1,0,2,0,2,2,2
1050,1,1,1,2,1,2,0,0,2,7
1051,1,1,1,1,2,2,0,0,2,6
1052,1,1,2,1,2,2,0,2,1,6
1053,1,1,0,0,2,2,2,1,0,2
1054,1,1,0,2,1,2,2,0,0,8
1055,1,1,0,2,1,2,2,0,0,7
1056,1,1,2,2,2,2,0,1,1,6
1057,1,1,0,2,0,2,0,2,1,2
1058,1,1,1,1,2,2,0,2,2,6
1059,1,1,0,2,0,2,0,2,1,2
1060,1,1,1,2,2,2,0,0,1,7
1061,1,1,2,1,2,2,0,1,2,6
1062,1,1,2,2,1,2,0,0,1,6
1063,1,1,2,1,2,2,0,1,2,6
1064,1,1,2,2,1,2,0,0,1,7
1065,1,1,0,0,0,2,2,1,0,3
1066,1,1,0,2,1,2,2,0,0,8
1067,1,1,0,1,2,2,2,0,0,2
1068,1,1,0,0,2,2,2,1,0,3
1069,2,0,1,0,0,1,0,1,2,1
1070,2,2,1,0,0,1,0,1,2,3
1071,1,1,2,2,1,2,0,0,1,6
1072,2,1,1,2,1,2,1,0,2,7
1073,2,2,1,2,1,1,0,1,2,6
1074,0,0,2,2,1,1,2,0,1,7
1075,0,0,2,2,1,1,2,1,1,0
1076,0,0,0,0,2,0,0,1,0,2
1077,0,2,1,2,2,1,2,1,1,0
1078,0,0,1,2,2,1,1,1,2,1
1079,0,2,1,2,2,1,1,1,2,0
1080,2,2,1,1,1,2,1,0,2,7
1081,2,1,1,0,0,2,0,1,2,4
1082,2,1,1,2,1,2,0,1,2,6
1083,0,2,1,2,1,1,2,2,1,0
1084,0,0,1,1,2,1,2,0,2,0
1085,1,2,1,1,2,1,2,0,2,7
1086,0,2,2,2,2,1,1,1,1,0
1087,0,2,1,1,2,2,1,0,1,0
1088,2,2,1,1,2,2,1,0,1,7
1089,2,2,1,1,2,1,1,0,2,7
1090,0,0,0,0,1,2,1,0,0,3
1091,0,1,2,2,1,2,1,2,1,0
1092,1,0,1,0,0,2,0,0,0,4
1093,1,1,1,2,2,2,0,0,1,6
1094,0,0,0,0,1,0,2,1,0,5
1095,0,2,2,1,1,2,2,1,1,0
1096,2,2,1,1,2,1,0,2,1,6
1097,1,0,2,0,0,1,0,0,0,7
1098,1,0,2,0,0,1,0,2,0,1
1099,1,1,2,2,1,1,0,2,2,6
1100,1,1,2,2,1,2,0,0,1,7
1101,0,0,0,0,1,0,1,2,0,8
1102,0,0,1,0,1,0,1,2,2,0
1103,0,2,1,2,2,2,1,1,1,0
1104,2,1,1,2,1,1,0,2,2,6
1105,2,2,1,2,1,2,1,0,1,7
1106,1,1,2,2,1,2,0,0,1,6
1107,0,2,1,2,1,1,0,0,2,7
1108,0,2,1,2,1,1,0,1,2,0
1109,2,2,1,2,1,1,0,1,2,6
1110,1,2,2,1,2,1,0,0,1,7
1111,1,2,2,1,2,1,0,2,1,6
1112,2,1,0,1,0,0,0,0,2,4
1113,2,1,1,1,1,2,0,0,2,7
1114,2,1,1,1,1,2,0,2,2,6
1115,1,1,2,1,1,2,0,0,2,6
1116,0,1,2,2,1,1,2,2,1,0
1117,1,2,1,1,1,2,2,0,2,7
1118,1,2,2,1,1,1,0,0,2,7
1119,1,2,2,1,1,1,0,2,2,6
1120,0,1,0,0,1,2,2,0,0,3
1121,0,1,0,1,1,2,2,0,0,7
1122,1,1,2,1,1,2,0,0,2,6
1123,1,0,2,0,0,1,0,2,0,1
1124,0,1,2,2,1,1,2,2,1,0
1125,2,1,0,0,0,0,0,1,0,4
1126,2,1,0,0,2,0,0,1,0,6
1127,2,1,0,0,2,0,1,1,0,8
1128,1,1,0,2,0,0,0,0,2,7
1129,1,1,0,2,0,0,0,1,2,2
1130,0,0,1,0,0,0,0,2,1,3
1131,0,0,0,0,0,2,1,0,0,2
1132,0,0,1,0,0,2,1,2,0,8
1133,1,1,2,2,1,2,0,0,1,7
1134,2,1,1,2,1,2,0,0,1,7
1135,2,1,1,2,1,2,0,2,1,6
1136,0,0,0,2,0,1,1,0,0,0
1137,1,2,0,0,0,0,0,1,0,3
1138,1,1,2,1,1,2,0,0,2,7
1139,0,2,2,1,1,2,1,2,1,0
1140,0,1,1,2,2,2,1,2,1,0
1141,0,0,2,1,2,1,2,0,1,7
1142,0,0,2,1,2,1,2,1,1,1
1143,0,2,2,1,2,1,2,1,1,0
1144,1,0,1,0,0,2,0,0,0,4
1145,1,1,1,2,2,2,0,0,1,6
1146,0,0,2,2,1,1,2,0,1,0
1147,1,0,2,2,1,1,2,0,1,1
1148,1,0,2,0,0,2,1,1,0,3
1149,2,2,1,2,1,1,0,1,2,6
1150,0,2,2,2,1,1,1,2,1,0
1151,1,1,2,2,1,2,0,0,1,6
1152,0,1,0,2,2,1,1,0,0,7
1153,0,0,0,0,2,0,0,1,0,8
1154,0,0,2,0,2,0,1,1,1,5
1155,0,2,2,1,2,2,1,1,1,0
1156,1,1,2,2,1,2,0,0,1,6
1157,1,1,1,2,2,2,0,0,1,7
1158,0,0,1,2,1,1,2,0,2,7
1159,0,0,1,2,1,1,2,1,2,1
1160,0,2,1,2,1,1,2,1,2,0
1161,1,2,0,0,0,2,0,1,0,6
1162,1,2,0,0,0,2,1,1,0,3
1163,0,2,1,1,1,2,0,0,2,7
1164,0,2,1,1,1,2,0,1,2,0
1165,2,2,1,1,1,2,0,1,2,6
1166,0,1,2,2,1,1,2,2,1,0
1167,0,2,0,0,1,0,0,1,0,6
1168,0,2,0,0,1,0,2,1,0,3
1169,0,2,2,1,1,1,1,0,2,0
1170,2,2,2,1,1,1,1,0,2,7
1171,0,1,0,0,1,0,0,2,0,2
1172,2,1,2,0,0,1,0,1,2,4
1173,2,1,2,2,1,1,0,1,2,6
1174,2,0,2,0,0,1,1,1,0,8
1175,0,0,0,0,1,2,1,0,0,8
1176,0,1,1,2,1,2,1,2,2,0
1177,1,1,2,2,1,2,0,0,1,7
1178,2,1,1,2,1,2,0,0,1,6
1179,2,1,1,2,1,2,2,0,1,7
1180,2,2,1,2,1,1,0,1,2,6
1181,0,0,0,0,1,0,0,2,0,3
1182,2,1,2,1,1,1,0,2,2,6
1183,1,1,2,1,1,2,0,0,2,7
1184,0,0,2,2,1,1,2,0,1,1
1185,0,1,2,2,1,1,2,2,1,0
1186,0,1,2,2,1,1,1,0,2,7
1187,0,1,2,2,1,1,1,2,2,0
1188,0,1,0,0,1,0,0,2,0,8
1189,0,2,1,2,1,2,1,0,1,0
1190,2,2,1,2,1,2,1,0,1,7
1191,0,2,2,1,1,1,0,1,2,0
1192,2,2,2,1,1,1,0,1,2,6
1193,0,0,0,1,1,2,2,0,0,2
1194,0,1,1,1,1,2,2,2,2,0
1195,2,1,0,1,1,2,0,0,0,6
1196,2,1,0,1,1,2,2,0,0,7
1197,0,1,0,2,1,1,2,0,0,8
1198,0,1,1,2,1,1,2,2,2,0
1199,1,1,2,2,1,2,0,0,1,7
1200,2,1,2,1,1,1,0,0,2,6
1201,0,0,0,0,1,0,2,1,0,8
1202,0,1,1,2,1,2,2,1,2,0
1203,1,1,0,2,1,2,0,0,0,7
1204,0,2,2,1,1,2,1,0,1,0
1205,2,2,2,1,1,2,1,0,1,7
1206,0,2,0,0,1,0,0,1,0,6
1207,2,1,1,1,1,2,2,0,2,7
1208,0,0,2,0,1,0,0,2,1,3
1209,0,1,2,1,1,2,2,2,1,0
1210,0,1,2,2,1,2,2,1,1,0
1211,2,2,1,1,1,1,2,0,2,7
1212,2,2,1,2,1,1,0,1,2,6
1213,0,0,0,2,1,2,1,0,0,0
1214,0,0,0,0,1,0,1,2,0,1
1215,0,2,0,0,1,0,1,2,0,0
1216,0,2,0,1,1,2,1,0,0,7
1217,1,2,2,2,1,1,1,0,2,7
1218,0,0,1,2,1,1,2,0,2,7
1219,0,0,1,2,1,1,2,1,2,1
1220,2,2,0,0,1,0,0,1,0,2
1221,2,2,1,2,1,1,0,1,2,6
1222,0,1,0,2,1,2,1,0,0,0
1223,2,1,0,2,1,2,1,0,0,2
1224,2,1,1,2,1,2,1,0,2,7
1225,0,1,2,2,1,2,1,1,2,0
1226,0,0,2,0,1,0,0,2,1,6
1227,0,0,2,0,1,0,1,2,1,0
1228,0,2,1,1,1,2,0,0,2,0
1229,1,2,1,1,1,2,2,0,2,7
1230,0,1,1,2,1,2,2,2,1,0
1231,0,1,2,1,1,1,2,2,2,0
1232,0,0,0,0,1,2,1,0,0,1
1233,0,2,0,0,1,2,1,0,0,0
1234,1,2,2,1,1,2,1,0,2,7
1235,0,1,2,2,1,2,2,1,1,0
1236,1,1,1,2,1,2,0,0,2,6
1237,2,1,1,2,1,2,0,0,1,7
1238,2,1,1,2,1,2,0,2,1,6
1239,0,2,1,1,1,2,2,0,1,7
1240,0,2,1,1,1,2,2,2,1,0
1241,0,1,2,2,1,2,2,1,1,0
1242,1,1,2,1,1,2,0,0,2,7
1243,2,1,2,2,1,1,0,1,2,6
1244,2,1,1,2,1,2,0,0,1,7
1245,2,1,1,2,1,2,0,2,1,6
1246,0,2,2,1,1,1,2,2,1,0
1247,1,2,2,2,1,1,0,1,2,6
1248,1,0,2,0,1,1,0,2,0,6
1249,0,2,2,1,1,1,1,0,2,0
1250,2,2,2,1,1,1,1,0,2,7
1251,1,2,1,1,1,2,2,0,2,7
1252,0,2,2,1,1,1,1,0,2,0
